,CD4+ T cells,CD8+ T cells,Macrophages,B cells,Endothelial,Epithelial,Fibroblasts,assigned_type,confidence,doublet_flag
banlonbl-1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Epithelial,0.2181615186950151,False
banmdnmd-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
banmkida-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.1734570965246733,True
bannojmj-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2434774259812754,False
banoepoh-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3632141763662898,True
banpabgl-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.4323854899016396,True
banpmjdo-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2563599742413337,True
baoamadh-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.1754280521727727,True
baobidem-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.2141630783186826,True
baodljag-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.1799884620678439,False
baoiencm-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3213273949851782,True
baokbnla-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.529989412781702,True
baokphbc-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2923401782308228,True
baombpji-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2109278313259756,True
baoojjkg-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2545214268960002,True
baopleaa-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.1758017123554428,False
bapagfij-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2636420559605246,True
bapambbm-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.3961808206045463,False
bapcegin-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2529512411871407,True
bapcmcfm-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.3511343545494715,True
bapdmdpa-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2355106282989042,True
bapdmjii-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.4086922141614015,False
bapjmboj-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
bapkeakl-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.3284612071004335,True
bapkekoj-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.501603618104992,True
bapkkihh-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3458617101327803,True
baplkbhn-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.5018363774914004,True
bapoggbj-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.3646612502407585,True
bapohdpj-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2787047820905384,True
bappdlgh-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.3960402976981239,True
bappjkpf-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
bbaafobf-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.338253925653162,True
bbaaiblm-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
bbabdmpl-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.1778394573013017,False
bbabhcen-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.1916646751030494,True
bbaccmco-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.4171683314556816,True
bbaefjkg-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2424974173924271,True
bbaeofao-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3756997262630506,True
bbagkajl-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.2367116283326845,False
bbagnemg-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.1935055921081758,True
bbagpjfl-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.4400222156673927,True
bbajdohh-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.4451433788393942,True
bbakaike-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.1977733834268905,False
bbalfghc-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2367327596221846,True
bbanlmbm-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
bbanmjga-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3014576556832029,True
bbaobpcj-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
bbbaeioi-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
bbbafhdl-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.4054104725644486,True
bbbanodp-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.4341612415882696,False
bbbbdlek-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.1567971270530865,False
bbbcoica-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.1553062506324529,True
bbbegjmn-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.4583232685426459,True
bbbeolpp-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
bbbeookd-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2689824644290787,True
bbbfkgph-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.1854147131645506,True
bbbgemjl-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.2084401370799092,False
bbbgjpcp-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2092683084892267,True
bbbhhdke-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.3819343448079347,False
bbbichdo-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unassigned,0.0,False
bbbkaeom-1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Macrophages,0.1680603044976634,True
bbblbplh-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.4286467621136189,True
bbbojomi-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.4649354378678045,False
bbbpgaph-1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Endothelial,0.2867900640531467,False
bbbpifem-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.1749954857591217,True
bbbpnadj-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.2048215051596472,True
bbcclboe-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CD8+ T cells,0.2838486733254522,True
bbcclgca-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fibroblasts,0.2284872444887256,False
bbcdkkkg-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4+ T cells,0.219089919774827,True
